Last name;First name;ID;photoURL;group;position;country;party;telephone_1;telephone_2;email_1;address_brussels;address_strassbourg;tw_link;fb_link;ig_link;web_link;yt_link;li_link;D-ZA;D-MD;SEDE;ENVI;BUDG;D-CA;DNAT;AFET;SANT;D-BR;D-UA;CULT;D-RS;FISC;HOUS;DAFR;DCAB;DPAL;QUE;DSEE;ECON;REGI;DEVE;DMAG;DAND;CPDE;DACP;DSAS;PETI;D-AL;BCPR;D-IR;DCAR;CPCO;D-US;JURI;DASE;AFCO;D-CN;DEEA;D-MK;BURO;IMCO;DMED;ID;D-BY;D-AF;TRAN;D-IL;D-RU;EUDS;D-ME;FEMM;CONT;DKOR;DLAT;LIBE;D-IN;DMER;D-UK;D-JP;DROI;DARP;D-MX;PE;PECH;AGRI;ITRE;D-IQ;DPAP;DANZ;DPAC;DMAS;DEPA;DCAM;DCAS;DSCA;EMPL;D-TR;D-CL;INTA;find_me_URL
THIONNET;Pierre-Romain;200345;https://www.europarl.europa.eu/mepphoto/200345.jpg;Patriots for Europe Group;Member;France;Rassemblement national;0032 2 28 45530;0033 3 88 1 75530;pierre-romain.thionnet@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 06M019, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G06033, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/pr_thionnet?lang=de;;https://www.instagram.com/pierre_romain_thionnet/?hl=de;;;;;;Member;;;;Substitute;Member;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200345;;;;;;;;;;;;;Substitute;;;;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/200345
TIMGREN;Beatrice;257090;https://www.europarl.europa.eu/mepphoto/257090.jpg;European Conservatives and Reformists Group;Member;Sweden;Sverigedemokraterna;0032 2 28 45934;0033 3 88 1 75934;beatrice.timgren@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 01U015, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M03056, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257090;;;;Member;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257090
TINAGLI;Irene;197591;https://www.europarl.europa.eu/mepphoto/197591.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Italy;Partito Democratico;0032 2 28 45827;0033 3 88 1 75827;irene.tinagli@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15G262, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06013, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/itinagli;https://www.facebook.com/Irene-Tinagli-142983109068196;;https://www.irenetinagli.it;;;;;;Substitute;;Member;;;;;;;;;Chair;;;;;;Member;;;;;;;;;;;;;Member;;;;;;;;;;;197591;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;Substitute;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197591
TOBBACK;Bruno;256885;https://www.europarl.europa.eu/mepphoto/256885.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Belgium;Vooruit;0032 2 28 45225;0033 3 88 1 75225;bruno.tobback@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 13G108, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06036, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Substitute;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;256885;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256885
TOBÉ;Tomas;197402;https://www.europarl.europa.eu/mepphoto/197402.jpg;Group of the European People's Party (Christian Democrats);Vice-Chair;Sweden;Moderaterna;0032 2 28 45557;0033 3 88 1 75557;tomas.tobe@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08F358, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08061, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/tomastobe;https://www.facebook.com/TomasGTobe;https://www.instagram.com/tomastobe/;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;Substitute;;;;;;;;;;197402;Vice-Chair;;Substitute;;;Member;;;;;;Member;;;Member;;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197402
TOLASSY;Rody;256888;https://www.europarl.europa.eu/mepphoto/256888.jpg;Patriots for Europe Group;Member;France;Rassemblement national;0032 2 28 45553;0033 3 88 1 75553;rody.tolassy@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 05M023, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G06038, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;Member;Substitute;;;;Substitute;;;;;;Member;;;;;;;;;;;;256888;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256888
TOMAC;Eugen;197672;https://www.europarl.europa.eu/mepphoto/197672.jpg;Renew Europe Group;Member;Romania;Partidul Mișcarea Populară;0032 2 28 45109;0033 3 88 1 75109;eugen.tomac@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 10G210, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02026, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/tomaceugen/;https://www.instagram.com/tomaceugen/;;;;;Member;;;;;;;;;;Member;Member;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;197672;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;Member;;;;Substitute;;;;https://www.europarl.europa.eu/meps/en/197672
TOMAŠIČ;Zala;256814;https://www.europarl.europa.eu/mepphoto/256814.jpg;Group of the European People's Party (Christian Democrats);Member;Slovenia;Slovenska demokratska stranka;0032 2 28 45828;0033 3 88 1 75828;zala.tomasic@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 14E157, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08017, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/ZalaTomasic;http://www.facebook.com/zalatomasic;http://www.instagram.com/zalatomasic;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;Substitute;;256814;;;;;;;;;;;;;;;;Member;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256814
TOMASZEWSKI;Waldemar;96697;https://www.europarl.europa.eu/mepphoto/96697.jpg;European Conservatives and Reformists Group;Member of the Bureau;Lithuania;Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga;0032 2 28 45698;0033 3 88 1 75698;waldemar.tomaszewski@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 04U045, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02040, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/VTomasevski;;http://www.vtomasevski.lt;;;;;;;;;;;;;;;;;;;;;;;;Member;Member;;;;;;;;;;;;;;;;;;;;;;96697;Substitute;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/96697
TOMC;Romana;125104;https://www.europarl.europa.eu/mepphoto/125104.jpg;Group of the European People's Party (Christian Democrats);Vice-Chair;Slovenia;Slovenska demokratska stranka;0032 2 28 45665;0033 3 88 1 75665;romana.tomc@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 14E264, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08021, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/RomanaTomc;https://www.facebook.com/romana.tomc;https://www.instagram.com/romanatomc/;http://www.romanatomc.si;;;;;;;;Vice-Chair;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;125104;;;Substitute;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;Member;;;;https://www.europarl.europa.eu/meps/en/125104
TONIN;Matej;219652;https://www.europarl.europa.eu/mepphoto/219652.jpg;Group of the European People's Party (Christian Democrats);Member;Slovenia;Nova Slovenija – Krščanski demokrati;0032 2 28 45833;0033 3 88 1 75833;matej.tonin@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 14E242, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08008, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/MatejTonin;https://www.facebook.com/tonin.si;https://www.instagram.com/matejtonin/;;;;;;Substitute;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;219652;;;;;;;;;;;Member;;;;;;;;;;;;Member;;;;;;;Substitute;;;;Member;;;https://www.europarl.europa.eu/meps/en/219652
TOOM;Jana;124700;https://www.europarl.europa.eu/mepphoto/124700.jpg;Renew Europe Group;Member of the Bureau;Estonia;Eesti Keskerakond;0032 2 28 45581;0033 3 88 1 75581;yana.toom@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09G153, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M01066, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/yanatoom;https://www.facebook.com/yanatoom.ee;;http://yanatoom.ee/;;;;;;;;;;;;;;;Substitute;;Member;;;;;;;;;;;;;;Member;;;;;;;Substitute;;;;;;;;;124700;;;;;Member;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;Vice-Chair;;Member;;;;https://www.europarl.europa.eu/meps/en/124700
TOPO;Raffaele;257148;https://www.europarl.europa.eu/mepphoto/257148.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Italy;Partito Democratico;0032 2 28 45227;0033 3 88 1 75227;raffaele.topo@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15G169, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06068, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Substitute;Substitute;;;;Substitute;;;;;;;;;;;;;Member;;;Member;;;;;;;;;;;;;;;;;;;;257148;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;Member;;;;https://www.europarl.europa.eu/meps/en/257148
TORSELLI;Francesco;257163;https://www.europarl.europa.eu/mepphoto/257163.jpg;European Conservatives and Reformists Group;Member;Italy;FRATELLI D' ITALIA;0032 2 28 45935;0033 3 88 1 75935;francesco.torselli@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 04U038, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M05028, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/francetorse/;https://www.facebook.com/torsellifrancesco;https://www.instagram.com/francescotorselli76/;https://www.francescotorselli.it/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;257163;;;;;;;;;;;Member;;;;Member;;;;Member;;;;Substitute;;;;;;;;;;Member;;;Member;https://www.europarl.europa.eu/meps/en/257163
TOSI;Flavio;124795;https://www.europarl.europa.eu/mepphoto/124795.jpg;Group of the European People's Party (Christian Democrats);Member;Italy;Forza Italia;0032 2 28 45835;0033 3 88 1 75835;flavio.tosi@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 11E218, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T09071, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/flaviotositw;https://www.facebook.com/@FlavioTosiUfficiale/;https://www.instagram.com/flavio.tosi/;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;124795;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;Member;;;;;https://www.europarl.europa.eu/meps/en/124795
TOUSSAINT;Marie;97236;https://www.europarl.europa.eu/mepphoto/97236.jpg;Group of the Greens/European Free Alliance;Vice-Chair;France;Les Écologistes;0032 2 28 45201;0033 3 88 1 75201;marie.toussaint@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 06F353, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G05028, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/marietouss1;;;;;;;;;Substitute;;;;;Substitute;;;;;Substitute;Substitute;;;;;;Member;;;;Substitute;;;;;;;;;;;;;;;;;;;;97236;;;;;;;;;;;Substitute;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/97236
TOVAGLIERI;Isabella;197580;https://www.europarl.europa.eu/mepphoto/197580.jpg;Patriots for Europe Group;Member;Italy;Lega;0032 2 28 45725;0033 3 88 1 75725;isabella.tovaglieri@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 04M015, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T03054, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/IsabellaTovaglieriLega/;;;;;;;;;;;;;;;;;;;Substitute;Member;;;;;;;;;;;Member;;;;;;Substitute;;;;;;;;;;;;197580;;;;;;;;;;;Substitute;;;;;;;;;;;Substitute;Member;;;;;;;;;;;;;Substitute;https://www.europarl.europa.eu/meps/en/197580
TOVERI;Pekka;256804;https://www.europarl.europa.eu/mepphoto/256804.jpg;Group of the European People's Party (Christian Democrats);Member;Finland;Kansallinen Kokoomus;0032 2 28 45837;0033 3 88 1 75837;pekka.toveri@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 06F155, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08028, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/PToveri;;https://www.instagram.com/pekkatoveri/?hl=fi;;;;;;Member;;;;Substitute;;;;Chair;;;;;;;;;;;;;;;Member;Substitute;;;;;;;;;;;;;;;;;;256804;;;;;;;;;;;;Substitute;;;;;;;;;;Member;;;;;Substitute;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256804
TRIDICO;Pasquale;257133;https://www.europarl.europa.eu/mepphoto/257133.jpg;The Left group in the European Parliament - GUE/NGL;Member of the Bureau;Italy;Movimento 5 Stelle;0032 2 28 45396;0033 3 88 1 75396;pasquale.tridico@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 01H265, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06047, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;https://www.pasqualetridico.it/;;;;;;;;;;;;;;;;Chair;;;Substitute;;;;Member;;;;;;Member;;;;;;;Member;Member;;;;;;;;;;257133;;;Substitute;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257133
TROCHU;Laurence;256925;https://www.europarl.europa.eu/mepphoto/256925.jpg;European Conservatives and Reformists Group;Member;France;Identité Libertés;0032 2 28 45936;0033 3 88 1 75936;laurence.trochu@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 07U028, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M03112, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Substitute;;;;;Member;;;;;;;;;;;Vice-Chair;;;;;;;;;;;;;;;;;;;;;;;;;256925;;;;;;;;Member;;;;;;;Substitute;;;;;;;;;;;;;Member;;;;;;;;;https://www.europarl.europa.eu/meps/en/256925
TSIODRAS;Dimitris;256950;https://www.europarl.europa.eu/mepphoto/256950.jpg;Group of the European People's Party (Christian Democrats);Member;Greece;Nea Demokratia;0032 2 28 45839;0033 3 88 1 75839;dimitrios.tsiodras@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09E107, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T09020, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/DTsiodras;;https://www.instagram.com/tsiodras_dimitris/;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;Member;;256950;;;;;;;;;;;;;Substitute;;;;;Member;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256950
TUDOSE;Mihai;198183;https://www.europarl.europa.eu/mepphoto/198183.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Romania;Partidul Social Democrat;0032 2 28 45128;0033 3 88 1 75128;mihai.tudose@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 13G351, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T05057, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;Member;Vice-Chair;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;198183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;https://www.europarl.europa.eu/meps/en/198183
TUREK;Filip;256850;https://www.europarl.europa.eu/mepphoto/256850.jpg;Patriots for Europe Group;Member of the Bureau;Czechia;Motoristé sobě;0032 2 28 45950;0033 3 88 1 75950;filip.turek@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 04M047, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G06007, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;Member;;256850;;;;;;;;;;Substitute;;;;;;;;;;;;;Member;Substitute;;;;;;;Member;;;;;;https://www.europarl.europa.eu/meps/en/256850
TYNKKYNEN;Sebastian;256806;https://www.europarl.europa.eu/mepphoto/256806.jpg;European Conservatives and Reformists Group;Member of the Bureau;Finland;Perussuomalaiset;0032 2 28 45937;0033 3 88 1 75937;sebastian.tynkkynen@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 01U047, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M03003, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/SebastianTyne;https://www.facebook.com/officialsebastiantynkkynen;https://www.instagram.com/sebastiantynkkynen;;https://youtube.com/@sebastiantyne;;Member;;;;;;;Member;;;;;;;;Member;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;256806;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256806
TYSZKA;Stanisław;257062;https://www.europarl.europa.eu/mepphoto/257062.jpg;Europe of Sovereign Nations Group;Co-Chair;Poland;Konfederacja Wolność i Niepodległość;0032 2 28 45883;0033 3 881 75883;stanislaw.tyszka@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 02M099, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. VACLAV HAVEL, V04017, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;Member;;;Member;;;;;;Substitute;257062;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;https://www.europarl.europa.eu/meps/en/257062
UHRÍK;Milan;197763;https://www.europarl.europa.eu/mepphoto/197763.jpg;Europe of Sovereign Nations Group;Vice-Chair;Slovakia;Hnutie Republika;0032 2 28 45918;0033 3 881 75918;milan.uhrik@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 02M027, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. VACLAV HAVEL, V03011, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/MilanUhrik;https://sk-sk.facebook.com/ing.milan.uhrik;https://www.instagram.com/uhrik_milan/?igshid=MzRlODBiNWFlZA;;https://www.youtube.com/c/MilanUhr%C3%ADkPhD;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;Member;197763;;;;;Member;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197763
UŠAKOVS;Nils;197810;https://www.europarl.europa.eu/mepphoto/197810.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Latvia;"""Saskaņa"" sociāldemokrātiskā partija";0032 2 28 45409;0033 3 88 1 75409;nils.usakovs@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 10G146, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T07073, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;Member;;;Vice-Chair;;;;;;;;;;;;;;;;197810;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Chair;;;;;https://www.europarl.europa.eu/meps/en/197810
VAIDERE;Inese;28617;https://www.europarl.europa.eu/mepphoto/28617.jpg;Group of the European People's Party (Christian Democrats);Member;Latvia;Jaunā Vienotība;0032 2 28 45424;0033 3 88 1 75424;inese.vaidere@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09E158, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T08016, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/inesevaidere;https://www.facebook.com/Prof.Inese.Vaidere;https://www.instagram.com/inese_vaidere;https://vaidere.lv/;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;Substitute;;Substitute;;;;;;Member;;28617;;;;;;;;;;;Vice-Chair;;;;;;;;Substitute;;;;Substitute;;;;;;;;;;;;;Member;https://www.europarl.europa.eu/meps/en/28617
VALCHEV;Ivaylo;257258;https://www.europarl.europa.eu/mepphoto/257258.jpg;European Conservatives and Reformists Group;Member of the Bureau;Bulgaria;There Is Such a People;0032 2 28 45940;0033 3 88 1 75940;ivaylo.valchev@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 05U041, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M03100, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;;;Substitute;;;;Member;Substitute;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;Vice-Chair;;Substitute;;257258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257258
VĂLEAN;Adina;37324;https://www.europarl.europa.eu/mepphoto/37324.jpg;Group of the European People's Party (Christian Democrats);Member;Romania;Partidul Naţional Liberal;0032 2 28 45840;0033 3 88 1 75840;adina.valean@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 11E116, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T13033, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/AdinaValean;;https://www.instagram.com/adinaioanavalean/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;37324;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/37324
VALET;Matthieu;256875;https://www.europarl.europa.eu/mepphoto/256875.jpg;Patriots for Europe Group;Member;France;Rassemblement national;0032 2 28 45615;0033 3 88 1 75615;matthieu.valet@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 06M031, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G06036, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/mvalet_officiel;https://www.facebook.com/matt.valet59/;https://www.instagram.com/matthieu_valet;;;https://www.linkedin.com/in/matthieu-valet-8a084b1b4/?originalSubdomain=fr;;;Substitute;Substitute;;Member;;Substitute;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;256875;;;;;;;;;;;;Substitute;;;Substitute;;Member;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256875
